archivo,linea,simbolo,tipo_objeto,ruta_mencionada,categoria,consumidores,impacto,recomendacion,evidencia,versionado
backend_api/tests/test_case_gradcam_service.py,89,StubCaseGradCamService._persist_png,Test,model-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"f""var/artifacts/model-explanations/{prediction_id}/{explanation_id}/gradcam_overlay.png"",",True
backend_api/tests/test_case_gradcam_service.py,105,_engine,Test,model-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""explanation_output_path"": ""var/storage/model-explanations/generated.png"",",True
backend_api/tests/test_case_gradcam_service.py,105,_engine,Test,var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""explanation_output_path"": ""var/storage/model-explanations/generated.png"",",True
backend_api/tests/test_case_gradcam_service.py,184,test_model_explanations_use_artifacts_root_and_separate_staging,Test,artifacts_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,def test_model_explanations_use_artifacts_root_and_separate_staging(tmp_path):,True
backend_api/tests/test_case_gradcam_service.py,185,test_model_explanations_use_artifacts_root_and_separate_staging,Test,artifacts_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"artifacts_root = tmp_path / ""artifacts""",True
backend_api/tests/test_case_gradcam_service.py,187,test_model_explanations_use_artifacts_root_and_separate_staging,Test,artifacts_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,storage = ModelExplanationStorage(artifacts_root),True
backend_api/tests/test_case_gradcam_service.py,188,test_model_explanations_use_artifacts_root_and_separate_staging,Test,artifacts_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,assert not artifacts_root.exists(),True
backend_api/tests/test_case_gradcam_service.py,195,test_model_explanations_use_artifacts_root_and_separate_staging,Test,artifacts_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert stored.path.is_relative_to(artifacts_root / ""model-explanations"")",True
backend_api/tests/test_case_gradcam_service.py,195,test_model_explanations_use_artifacts_root_and_separate_staging,Test,model-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert stored.path.is_relative_to(artifacts_root / ""model-explanations"")",True
backend_api/tests/test_case_gradcam_service.py,206,test_case_gradcam_source_has_no_clinical_storage_writer,Test,var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert ""var/storage"" not in source",True
backend_api/tests/test_cell_classification_postgres.py,259,ClassificationPostgresContext.completed_detection,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"f""cell-crops/{analysis.analysis_run_id}/""",True
backend_api/tests/test_cell_classification_postgres.py,935,classification_postgres,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root=tmp_path / ""storage"",",True
backend_api/tests/test_cell_classification_postgres.py,1682,test_reviews_audit_idempotency_and_append_only_integrity,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"f""cell-explanations/{foreign_analysis_id}/""",True
backend_api/tests/test_cell_classification_postgres.py,1689,test_reviews_audit_idempotency_and_append_only_integrity,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"f""cell-explanations/{foreign_analysis_id}/""",True
backend_api/tests/test_cell_classification_services.py,104,_detection,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""crop_storage_key"": f""cell-crops/{uuid4()}/crop.png"",",True
backend_api/tests/test_cell_classification_services.py,595,_storage,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root=tmp_path / ""storage"",",True
backend_api/tests/test_cell_classification_services.py,615,test_explanation_storage_stages_promotes_hashes_and_never_touches_crop,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"crop = tmp_path / ""storage"" / ""cell-crops"" / ""crop.png""",True
backend_api/tests/test_cell_classification_services.py,1227,test_manual_gradcam_unsupported_is_terminal_without_changing_prediction,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""crop_storage_key"": ""cell-crops/fake.png"",",True
backend_api/tests/test_cell_classification_services.py,1276,test_plain_gradcam_value_error_is_failed_not_unsupported,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""crop_storage_key"": ""cell-crops/fake.png"",",True
backend_api/tests/test_cell_classification_services.py,1408,test_public_serialization_never_exposes_storage_keys,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""crop_storage_key"": ""cell-crops/internal.png"",",True
backend_api/tests/test_cell_classification_services.py,1518,test_verified_explanation_content_returns_bytes_not_reopened_path,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"key = ""cell-explanations/a/b/c/gradcam_heatmap.png""",True
backend_api/tests/test_cell_classification_services.py,1555,test_heatmap_and_overlay_availability_are_verified_independently,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"heatmap_key = ""cell-explanations/a/b/c/gradcam_heatmap.png""",True
backend_api/tests/test_cell_classification_services.py,1556,test_heatmap_and_overlay_availability_are_verified_independently,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"overlay_key = ""cell-explanations/a/b/c/gradcam_overlay.png""",True
backend_api/tests/test_cell_classification_services.py,1604,test_reconciler_reports_empty_staging_directories,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"/ ""cell-explanations""",True
backend_api/tests/test_cell_classification_services.py,1612,test_reconciler_reports_empty_staging_directories,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,""".staging/cell-explanations/classification/empty"",",True
backend_api/tests/test_cell_detection_postgres.py,43,CROP_KEY,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"r""^cell-crops/""",True
backend_api/tests/test_cell_detection_postgres.py,152,PostgresContext.create_analysis,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"f""microscopy-images/{subject_id}/{sample_id}/{slide_id}/""",True
backend_api/tests/test_cell_detection_postgres.py,401,postgres_context,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root=tmp_path / ""storage"",",True
backend_api/tests/test_cell_detection_postgres.py,897,test_integrity_failure_finishes_failed_without_partial_results,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"crop_root = context.local_storage.root / ""cell-crops""",True
backend_api/tests/test_cell_detection_services.py,225,_storage,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root=tmp_path / ""storage"",",True
backend_api/tests/test_cell_detection_services.py,250,test_crop_storage_stages_validates_promotes_and_hashes,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"f""cell-crops/{values[0]}/{values[1]}/{values[2]}/{values[3]}/crop.png""",True
backend_api/tests/test_cell_detection_services.py,294,test_crop_storage_rejects_symlinked_staging_parent,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root=root,",True
backend_api/tests/test_clinical_content_storage_contract.py,51,_image,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""storage_key"": ""microscopy-images/source.png"",",True
backend_api/tests/test_clinical_content_storage_contract.py,190,test_crop_reader_delegates_size_and_checksum_to_crop_storage,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""relative_storage_key"": ""cell-crops/run/crop.png"",",True
backend_api/tests/test_image_ingestion_services.py,27,storage,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.setenv(""STORAGE_ROOT"", str(tmp_path / ""storage""))",True
backend_api/tests/test_image_ingestion_services.py,104,test_rejects_symlink_configured_as_storage_root,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"def test_rejects_symlink_configured_as_storage_root(tmp_path, monkeypatch):",True
backend_api/tests/test_image_ingestion_services.py,109,test_rejects_symlink_configured_as_storage_root,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.setenv(""STORAGE_ROOT"", str(linked_root))",True
backend_api/tests/test_image_ingestion_services.py,112,test_rejects_symlink_configured_as_storage_root,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"with pytest.raises(StorageError, match=""STORAGE_ROOT""):",True
backend_api/tests/test_local_storage_contract.py,26,_storage,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root=tmp_path / ""clinical-storage"",",True
backend_api/tests/test_local_storage_contract.py,46,test_construction_and_missing_reads_are_strictly_read_only,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage.resolve(""microscopy-images/missing.png"", must_exist=True)",True
backend_api/tests/test_local_storage_contract.py,55,test_valid_verified_read_preserves_content_and_modification_time,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"path = _write(storage, ""microscopy-images/source.bin"", payload)",True
backend_api/tests/test_local_storage_contract.py,59,test_valid_verified_read_preserves_content_and_modification_time,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""microscopy-images/source.bin"",",True
backend_api/tests/test_local_storage_contract.py,88,test_symlinks_and_directories_are_rejected_at_every_boundary,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root=linked_root,",True
backend_api/tests/test_local_storage_contract.py,120,test_integrity_errors_are_differentiated_and_replacement_is_detected,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"key = ""cell-crops/crop.png""",True
backend_api/tests/test_local_storage_contract.py,138,test_integrity_errors_are_differentiated_and_replacement_is_detected,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""cell-crops/missing.png"",",True
backend_api/tests/test_local_storage_contract.py,156,test_checksum_is_streamed_in_multiple_blocks,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"key = ""microscopy-images/large.bin""",True
backend_api/tests/test_local_storage_contract.py,187,test_staging_promotion_permissions_no_overwrite_and_cleanup_boundaries,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"key = ""cell-crops/run/image/crop.png""",True
backend_api/tests/test_local_storage_contract.py,211,test_staging_promotion_permissions_no_overwrite_and_cleanup_boundaries,Test,model-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""model-explanations/not-clinical.png"",",True
backend_api/tests/test_local_storage_contract.py,216,test_staging_promotion_permissions_no_overwrite_and_cleanup_boundaries,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"original = _write(storage, ""microscopy-images/original.bin"", b""original"")",True
backend_api/tests/test_local_storage_contract.py,217,test_staging_promotion_permissions_no_overwrite_and_cleanup_boundaries,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"explanation = _write(storage, ""cell-explanations/explanation.bin"", b""xai"")",True
backend_api/tests/test_local_storage_contract.py,220,test_staging_promotion_permissions_no_overwrite_and_cleanup_boundaries,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"boundaries=(storage.staging / ""cell-detection"", storage.root / ""cell-crops""),",True
backend_api/tests/test_local_storage_contract.py,227,test_staging_promotion_permissions_no_overwrite_and_cleanup_boundaries,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert (storage.root / ""cell-crops"").exists()",True
backend_api/tests/test_scientific_data_api_postgres.py,71,scientific_client,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.setenv(""STORAGE_ROOT"", str(tmp_path / ""storage""))",True
backend_api/tests/test_scientific_storage_config.py,19,test_storage_root_is_required,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"def test_storage_root_is_required(monkeypatch, value):",True
backend_api/tests/test_scientific_storage_config.py,22,test_storage_root_is_required,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.delenv(""STORAGE_ROOT"", raising=False)",True
backend_api/tests/test_scientific_storage_config.py,24,test_storage_root_is_required,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.setenv(""STORAGE_ROOT"", value)",True
backend_api/tests/test_scientific_storage_config.py,26,test_storage_root_is_required,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"with pytest.raises(ValueError, match=""STORAGE_ROOT""):",True
backend_api/tests/test_scientific_storage_config.py,32,test_scientific_storage_config.py,Test,./var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"[""var/storage"", ""./var/storage"", ""backend_api/var/storage""],",True
backend_api/tests/test_scientific_storage_config.py,32,test_scientific_storage_config.py,Test,backend_api/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"[""var/storage"", ""./var/storage"", ""backend_api/var/storage""],",True
backend_api/tests/test_scientific_storage_config.py,32,test_scientific_storage_config.py,Test,var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"[""var/storage"", ""./var/storage"", ""backend_api/var/storage""],",True
backend_api/tests/test_scientific_storage_config.py,34,test_storage_root_rejects_relative_paths_without_disclosing_value,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,def test_storage_root_rejects_relative_paths_without_disclosing_value(,True
backend_api/tests/test_scientific_storage_config.py,38,test_storage_root_rejects_relative_paths_without_disclosing_value,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.setenv(""STORAGE_ROOT"", value)",True
backend_api/tests/test_scientific_storage_config.py,40,test_storage_root_rejects_relative_paths_without_disclosing_value,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"with pytest.raises(ValueError, match=""STORAGE_ROOT"") as error:",True
backend_api/tests/test_scientific_storage_config.py,46,test_absolute_temporary_storage_root_is_accepted_without_creation,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,def test_absolute_temporary_storage_root_is_accepted_without_creation(,True
backend_api/tests/test_scientific_storage_config.py,50,test_absolute_temporary_storage_root_is_accepted_without_creation,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_root = tmp_path / ""not-created-by-configuration""",True
backend_api/tests/test_scientific_storage_config.py,51,test_absolute_temporary_storage_root_is_accepted_without_creation,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.setenv(""STORAGE_ROOT"", str(storage_root))",True
backend_api/tests/test_scientific_storage_config.py,51,test_absolute_temporary_storage_root_is_accepted_without_creation,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"monkeypatch.setenv(""STORAGE_ROOT"", str(storage_root))",True
backend_api/tests/test_scientific_storage_config.py,55,test_absolute_temporary_storage_root_is_accepted_without_creation,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,assert settings.storage_root == storage_root,True
backend_api/tests/test_scientific_storage_config.py,56,test_absolute_temporary_storage_root_is_accepted_without_creation,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,assert settings.storage_root.is_absolute(),True
backend_api/tests/test_scientific_storage_config.py,57,test_absolute_temporary_storage_root_is_accepted_without_creation,Test,storage_root,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,assert not storage_root.exists(),True
backend_api/tests/test_scientific_storage_docker_contract.py,80,test_compose_declares_one_private_read_write_scientific_volume_for_backend,Test,/app/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert environment.count(""      STORAGE_ROOT: /app/var/storage"") == 1",True
backend_api/tests/test_scientific_storage_docker_contract.py,80,test_compose_declares_one_private_read_write_scientific_volume_for_backend,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert environment.count(""      STORAGE_ROOT: /app/var/storage"") == 1",True
backend_api/tests/test_scientific_storage_docker_contract.py,81,test_compose_declares_one_private_read_write_scientific_volume_for_backend,Test,STORAGE_ROOT,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert ""STORAGE_ROOT"" not in backend_override",True
backend_api/tests/test_scientific_storage_docker_contract.py,86,test_compose_declares_one_private_read_write_scientific_volume_for_backend,Test,/app/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"storage_mounts = [mount for mount in parsed if mount[1] == ""/app/var/storage""]",True
backend_api/tests/test_scientific_storage_docker_contract.py,88,test_compose_declares_one_private_read_write_scientific_volume_for_backend,Test,/app/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"(""scientific_storage"", ""/app/var/storage"", ()),",True
backend_api/tests/test_scientific_storage_docker_contract.py,112,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""var/storage"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,113,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""var/storage/**"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,114,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,backend_api/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""backend_api/var/storage"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,115,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,backend_api/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""backend_api/var/storage/**"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,120,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""microscopy-images"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,121,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""cell-crops"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,122,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,cell-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""cell-explanations"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,123,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,model-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"""model-explanations"",",True
backend_api/tests/test_scientific_storage_docker_contract.py,128,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,backend_api/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"for root in (""var/storage"", ""backend_api/var/storage"")",True
backend_api/tests/test_scientific_storage_docker_contract.py,128,test_scientific_roots_are_excluded_from_build_context_and_future_git_adds,Test,var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"for root in (""var/storage"", ""backend_api/var/storage"")",True
backend_api/tests/test_scientific_storage_docker_contract.py,136,test_dockerfile_prepares_empty_mountpoint_for_non_root_user,Test,/app/var/storage,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert ""mkdir -p /app/var/storage"" in dockerfile",True
backend_api/tests/test_smear_reset_tool.py,19,test_smear_reset_tool.py,Test,microscopy-images,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"@pytest.mark.parametrize(""key"", [""/absolute.png"", ""../escape.png"", ""microscopy-images/../x""])",True
backend_api/tests/test_smear_reset_tool.py,26,test_rejects_preserved_and_unknown_namespaces,Test,model-explanations,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"for key in (""model-explanations/model/overlay.png"", ""artifacts/file.bin""):",True
backend_api/tests/test_smear_reset_tool.py,33,test_manifest_entry_is_deterministic_and_complete,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"path = root / ""cell-crops"" / ""run"" / ""crop.png""",True
backend_api/tests/test_smear_reset_tool.py,37,test_manifest_entry_is_deterministic_and_complete,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"item = reset.inspect_file(root, key=""cell-crops/run/crop.png"", table=""cell_crops"",",True
backend_api/tests/test_smear_reset_tool.py,39,test_manifest_entry_is_deterministic_and_complete,Test,cell-crops,test_fixture,pytest: descubrimiento test_*; no ejecutar suites PostgreSQL en esta fase,Fixture o aserción; no configura runtime,Conservar prueba del contrato,"assert item.namespace == ""cell-crops""",True
